Constituency,Name,Date
Reserved Seat,zahra wadood fatemi,2024-04-25
Reserved Seat,asia naz tanoli,2024-04-25
Reserved Seat,farah naz akbar,2024-04-25
Reserved Seat,shahnaz saleem malik,2024-04-25
Reserved Seat,tamkeen akhtar niazi,2024-04-25
Reserved Seat,huma akhtar chughtai,2024-04-25
Reserved Seat,mah jabeen khan abbasi,2024-04-25
Reserved Seat,gulnaz shahzadi,2024-04-25
Reserved Seat,shamaila rana,2024-04-25
Reserved Seat,shazia farid,2024-04-25
Reserved Seat,syeda amnah batool,2024-04-25
Reserved Seat,samina khalid ghurki,2024-04-25
Reserved Seat,farukh khan,2024-04-25
Reserved Seat,sehar kamran,2024-04-25
Reserved Seat,sharmila sahiba faruqui hashaam,2024-04-25
Reserved Seat,shagufta jumani,2024-04-25
Reserved Seat,shahida rehmani,2024-04-25
Reserved Seat,syeda shehla raza,2024-04-25
Reserved Seat,mahtab akbar rashdi,2024-04-25
Reserved Seat,mussarat,2024-04-25
Reserved Seat,mahreen razzaq bhutto,2024-04-25
Reserved Seat,shazia sobia aslam,2024-04-25
Reserved Seat,naz baloch,2024-04-25
Reserved Seat,nikhat shakeel khan,2024-04-25
Reserved Seat,sabheen ghoury,2024-04-25
Reserved Seat,rana ansar,2024-04-25
Reserved Seat,ghazala anjum,2024-04-25
Reserved Seat,shaheen,2024-04-25
Reserved Seat,naeema kishwar khan,2024-04-25
Reserved Seat,sadaf ihsan,2024-04-25
Reserved Seat,naeema kanwal,2024-04-25
Reserved Seat,shaista khan,2024-04-25
Reserved Seat,shahida begum,2024-04-25
Reserved Seat,kiran haider,2024-04-25
Reserved Seat,kesoo mal kheal das,2024-04-25
Reserved Seat,nelson azeem,2024-04-25
Reserved Seat,isphanyar m bhandara,2024-04-25
Reserved Seat,neelum,2024-04-25
Reserved Seat,james iqbal,2024-04-25
Reserved Seat,ramesh lal,2024-04-25
Reserved Seat,naveed aamir jeeva,2024-04-25
