Constituency,Name,Date
NA-116,khurram munawar manj,2024-06-21
NA-117,abdul aleem khan,2024-06-21
NA-121,waseem qadir,2024-06-21
NA-122,sardar muhammad latif khan khosa,2024-06-21
NA-123,mian muhammad shehbaz sharif,2024-06-21
NA-124,rana mubashir iqbal,2024-06-21
NA-126,malik saif ul malook khokhar,2024-06-21
NA-127,attaullah tarar,2024-06-21
NA-128,mohammad awn saqlain,2024-06-21
NA-132,rasheed ahmed khan,2024-06-21
NA-133,azim uddin zahid,2024-06-21
NA-134,rana muhammad hayat khan,2024-06-21
NA-138,muhammad mueen wattoo,2024-06-21
NA-139,ahmad raza maneka,2024-06-21
NA-141,syed imran ahmad shah,2024-06-21
NA-143,rai hassan nawaz khan,2024-06-21
NA-145,muhammad khan daha,2024-06-21
NA-150,makhdoom zain hussain qureshi,2024-06-21
NA-156,ayesha nazir,2024-06-21
NA-157,sajid mehdi,2024-06-21
NA-164,mian riaz hussain pirzada,2024-06-21
NA-165,tariq bashir cheema,2024-06-21
NA-166,mk syed sami ul hasan gilani,2024-06-21
NA-168,malik muhammad iqbal,2024-06-21
NA-170,mian ghous muhammad,2024-06-21
NA-174,muhammad azhar khan leghari,2024-06-21
NA-175,jamshaid ahmad,2024-06-21
NA-176,nawabzada iftikhar ahmed khan babar,2024-06-21
NA-177,muhammad moazzam ali khan,2024-06-21
NA-180,fiaz hussain,2024-06-21
NA-182,awais haider jakhar,2024-06-21
NA-183,khawaja sheraz mehmood,2024-06-21
NA-185,zartaj gul,2024-06-21
NA-187,ammar ahmad khan leghari,2024-06-21
NA-189,shamsher ali mazari,2024-06-21
NA-190,aijaz hussain jakhrani,2024-06-21
NA-192,mir shabbir ali bijarani,2024-06-21
NA-200,nauman lslam shaikh,2024-06-21
NA-202,nafisa shah,2024-06-21
NA-203,pir syed fazal ali shah jillani,2024-06-21
NA-206,zulfiqar ali behan,2024-06-21
NA-208,syed ghulam mustafa shah,2024-06-21
NA-209,shazia marri,2024-06-21
NA-210,salahuddin junejo,2024-06-21
NA-211,pir aftab hussain shah jilani,2024-06-21
NA-213,nawab muhammad yousuf talpur,2024-06-21
NA-215,mahesh kumar malani,2024-06-21
NA-217,zulfiqar bachani,2024-06-21
NA-218,syed hussain tariq,2024-06-21
NA-219,abdul aleem khan,2024-06-21
NA-220,syed waseem hussain,2024-06-21
NA-222,mir ghulam ali talpur,2024-06-21
NA-225,sadiq ali memon,2024-06-21
NA-226,malik asad sikandar,2024-06-21
NA-229,jam abdul karim bijar,2024-06-21
NA-230,syed rafiullah,2024-06-21
NA-231,abdul hakeem baloch,2024-06-21
NA-232,aasia ishaque siddiqui,2024-06-21
NA-233,muhammad jawed hanif khan,2024-06-21
NA-237,asad alam niazi,2024-06-21
NA-240,arshad abdullah vohra,2024-06-21
NA-241,mirza ikhtiar baig,2024-06-21
NA-242,syed mustufa kamal,2024-06-21
NA-243,abdul qadir patel,2024-06-21
NA-244,muhammad farooq sattar,2024-06-21
NA-245,syed hafeezuddin,2024-06-21
NA-246,syed amin ul haque,2024-06-21
NA-249,ahmed saleem siddiqui,2024-06-21
NA-250,farhan chishti,2024-06-21
NA-253,mian khan,2024-06-21
NA-254,khalid hussain magsi,2024-06-21
NA-255,mir khan muhammad jamali,2024-06-21
NA-263,haji jamal shah kakar,2024-06-21
Reserved Seat,tahira aurangzeb,2024-06-21
Reserved Seat,shaista pervaiz,2024-06-21
Reserved Seat,muneeba iqbal,2024-06-21
Reserved Seat,nuzhat sadiq,2024-06-21
Reserved Seat,seema mohi ud din jamili,2024-06-21
Reserved Seat,shaza fatima khawaja,2024-06-21
Reserved Seat,romina khurshid alam,2024-06-21
Reserved Seat,wajiha qamar,2024-06-21
Reserved Seat,zeb jaffar,2024-06-21
Reserved Seat,kiran imran dar,2024-06-21
Reserved Seat,zahra wadood fatemi,2024-06-21
Reserved Seat,asiya naz tanoli,2024-06-21
Reserved Seat,saba sadiq,2024-06-21
Reserved Seat,farah naz akbar,2024-06-21
Reserved Seat,munaza hassan,2024-06-21
Reserved Seat,sehar kamran,2024-06-21
Reserved Seat,sharmila sahiba faruqui hashaam,2024-06-21
Reserved Seat,shagufta jumani,2024-06-21
Reserved Seat,shahida rehmani,2024-06-21
Reserved Seat,syeda shehla raza,2024-06-21
Reserved Seat,mahtab akbar rashdi,2024-06-21
Reserved Seat,mussarat rafique mahesar,2024-06-21
Reserved Seat,shazia sobia aslam soomro,2024-06-21
Reserved Seat,nikhat shakeel khan,2024-06-21
Reserved Seat,sabheen ghoury,2024-06-21
Reserved Seat,rana ansar,2024-06-21
Reserved Seat,shaista khan,2024-06-21
Reserved Seat,shahida begum,2024-06-21
Reserved Seat,izbal zehri,2024-06-21
Reserved Seat,kiran haider,2024-06-21
Reserved Seat,aliya kamran,2024-06-21
Reserved Seat,darshan,2024-06-21
Reserved Seat,nelson azeem,2024-06-21
Reserved Seat,isphanyar m. bhandara,2024-06-21
Reserved Seat,naveed aamir,2024-06-21
